,Date,Startup Name,Industry,Sub-Vertical,City,Investors’ Name,Investment Type,Amount (In USD)
769,2016-01-06,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,"1,000,000"
770,2015-05-26,Renderlogy,Online Home Décor,Online Home Décor,Hyderabad,Astarc Ventures,Private Equity,"1,000,000"
771,2016-04-06,Petoo,Consumer Internet,Online Food Delivery,Bengaluru,Axilor Ventures,Private Equity,"1,000,000"
772,2017-12-20,Your Quote,Technology,Vernacular and Video Content Platform,Bengaluru,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,"1,000,000"
773,2017-05-18,The Good Life,ECommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,"1,000,000"
774,2017-07-05,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,"1,000,000"
775,2015-06-04,Vidooly,Video Intelligence Platform,Video Intelligence Platform,Noida,Bessemer Venture Partners,Private Equity,"1,000,000"
776,2015-04-29,ReGlobe,Used Gadgets Buy / Refurbishing,Used Gadgets Buy / Refurbishing,Gurugram,"Bessemer Ventures, Blume Ventures",Seed Funding,"1,000,000"
777,2019-07-09,House of Msasaba,Luxury Label,Clothes and Apparel,Mumbai,Binny Bansal,Series A,"1,000,000"
778,2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,"1,000,000"
779,2016-03-03,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,"1,000,000"
780,2016-05-18,BhiveWorkspace,Reality,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,"1,000,000"
781,2018-01-29,The Wedding Brigade,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,"1,000,000"
782,2015-12-23,Mech Mocha,Mobile Game development & Design platform,Mobile Game development & Design platform,Bengaluru,"Blume Ventures, Flipkart",Seed Funding,"1,000,000"
783,2017-09-27,Pitstop,Consumer Internet,Car repair and Servicing Platform,Bengaluru,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,"1,000,000"
784,2017-10-05,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,"1,000,000"
785,2017-06-06,Spinny,ECommerce,Online Used Car marketplace,Gurugram,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,"1,000,000"
786,2016-08-24,UnaAcademy,Consumer Internet,Free Interactive education platform,Bengaluru,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,  Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,"1,000,000"
787,2017-02-28,NeoStencil,Consumer Internet,Live Online Coaching Classes,Delhi,"Brand Capital, Paragon Trust",Private Equity,"1,000,000"
788,2017-05-19,EzCred,Consumer Internet,Consumer Lending Platform,Bengaluru,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,"1,000,000"
789,2019-07-03,Ola Cabs,Transport,Cabs,Kormangala,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,"1,000,000"
790,2015-10-05,IndiaLends,Online Consumer Lending platform,Online Consumer Lending platform,Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,"1,000,000"
791,2017-09-18,The Moms Co,ECommerce,Pregnancy & Baby Care product etailer,Gurugram,"DSG Consumer Partners, Saama Capital",Private Equity,"1,000,000"
792,2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurugram,DTDC Express Ltd,Private Equity,"1,000,000"
793,2016-02-03,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,"1,000,000"
794,2017-02-08,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bengaluru,Earlsfield Capital,Seed Funding,"1,000,000"
795,2016-09-28,Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Funding,"1,000,000"
796,2018-06-25,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,"1,000,000"
797,2015-07-23,Fitternity,Fitness Marketplace,Fitness Marketplace,Mumbai,Exfinity Venture Partners,Private Equity,"1,000,000"
798,2015-12-01,CollegeDekho,Online Education Information platform,Online Education Information platform,Jaipur,GirnarSoft,Seed Funding,"1,000,000"
799,2015-07-03,Gingercrush,Custom Merchandize platform,Custom Merchandize platform,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,"1,000,000"
800,2015-09-01,Stylecracker,Personalized Styling platform,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,"1,000,000"
801,2016-02-16,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bengaluru,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,"1,000,000"
802,2015-08-25,Qyk App,On-Demand App based Professional service provider,On-Demand App based Professional service provider,Bengaluru,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"1,000,000"
803,2017-06-06,wayForward,Consumer Internet,Mobile app for Mental Health,Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,"1,000,000"
804,2015-06-23,EduKart,Online education marketplace,Online education marketplace,Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,"1,000,000"
805,2016-10-26,The Kettlery,ECommerce,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,"1,000,000"
806,2018-03-12,HealthCare,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed / Angel Funding,"1,000,000"
807,2017-03-07,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,"1,000,000"
808,2017-11-04,Hevo Data,Technology,Real time data analytics & reporting,Bengaluru,IDG Ventures India,Private Equity,"1,000,000"
809,2015-11-26,Pluss,Hyperlocal healthcare product Delivery Service provider,Hyperlocal healthcare product Delivery Service provider,Gurugram,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,"1,000,000"
810,2020-02-05,WizKlub,EduTech,Education/E-learning,Bengaluru,Incubate Fund India and Insitor Impact Asia Fund,Seed,"1,000,000"
811,2017-07-07,Clip App,Consumer Internet,Digital Media Video platform,Bengaluru,"India Quotient, Shunwei Capital",Seed Funding,"1,000,000"
812,2016-07-07,Adytude,Consumer Internet,Gamified Consumer Insights Portal,Delhi,Indian Angel Network,Private Equity,"1,000,000"
813,2015-11-09,BigStylist.com,Beauty and Wellness Marketplace,Beauty and Wellness Marketplace,Mumbai,Info Edge,Private Equity,"1,000,000"
814,2018-03-04,Gramophone,Technology,Agri-tech,Indore,InfoEdge,Seed/Angel Funding,"1,000,000"
815,2015-02-23,Trip38,Industry / Vertical,Sub-Vertical,City / Location,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,"1,000,000"
816,2015-09-30,RedDoorz,Budget Accommodation Platform,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,"1,000,000"
817,2015-04-13,Commeasure,Online Hotel Booking,Online Hotel Booking,Noida,Jungle Ventures,Seed Funding,"1,000,000"
818,2015-01-06,Tookitaki,Industry / Vertical,Sub-Vertical,City / Location,"Jungle Ventures, Redbright Partners, Blume Ventures",Private,"1,000,000"
819,2016-06-07,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,"1,000,000"
820,2015-09-24,Licious,Online Meat Ordering platform,Online Meat Ordering platform,Bengaluru,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"1,000,000"
821,2016-10-31,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed Funding,"1,000,000"
822,2017-09-28,Aadyah,Technology,Defense Tech & Aerospace startup,Bengaluru,Keiretsu Forum,Private Equity,"1,000,000"
823,2016-04-12,MagicX,Consumer Internet,On-Demand Task Management App,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,"1,000,000"
824,2020-06-11,Myelin Foundry,Deep Tech AI,Artificial Intelligence,Bengaluru,Kris Gopalakrishnan’s family office — Pratithi.,Seed,"1,000,000"
825,2017-09-21,Homergize,ECommerce,Home Furnishing & Building material marketplace,Bengaluru,LG Chandrasekhar,Private Equity,"1,000,000"
826,2015-07-24,BroEx,Real Estate Broker network App,Real Estate Broker network App,Gurugram,Lightspeed India,Private Equity,"1,000,000"
827,2015-06-29,AdWyze,Marketing / Advertising Automation platform,Marketing / Advertising Automation platform,Bengaluru,Mape Advisory,Seed Funding,"1,000,000"
828,2016-10-15,MyKindofJob,Consumer Internet,Internet & Fresher Job platform,Mumbai,"Mayank Shah, Shreyans Shah",Seed Funding,"1,000,000"
829,2015-12-22,MobieFit,Mobile Fitness App,Mobile Fitness App,Goa,Medi Assist,Private Equity,"1,000,000"
830,2016-03-10,Supplified,ECommerce,Construction material eTailer,Delhi,Mohit Goel,Seed Funding,"1,000,000"
831,2016-05-06,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,"1,000,000"
832,2016-04-15,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,Delhi,Mount Nathan Advisors,Seed Funding,"1,000,000"
833,2016-12-14,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,Delhi,Mumbai Angels,Seed Funding,"1,000,000"
834,2015-10-23,Frsh,Online food ordering & Delivery service,Online food ordering & Delivery service,Gurugram,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,"1,000,000"
835,2015-07-21,Joy by nature,Organic Food ecommerce,Organic Food ecommerce,Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,"1,000,000"
836,2015-09-11,Zapyle,pre-used apparel shopping mobile app,pre-used apparel shopping mobile app,Bengaluru,,Seed Funding,"1,000,000"
837,2018-09-04,3HCare,Healthcare,Healthcare Service Provider,Delhi,,Seed / Angel Funding,"1,000,000"
838,2018-08-07,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,,Seed/ Angel Funding,"1,000,000"
839,2016-12-29,Healthifyme,Consumer Internet,Fitness Mobile App,Bengaluru,NB Ventures,Private Equity,"1,000,000"
840,2017-12-05,HandyTrain,Technology,Mobile Learning Management Platform,Goa,NB Ventures,Private Equity,"1,000,000"
841,2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"1,000,000"
842,2015-05-27,Postman,API Workflow platform,API Workflow platform,Bengaluru,Nexus Venture Partners,Seed Funding,"1,000,000"
843,2017-06-16,Goodbox,ECommerce,Mobile SAAS  ECommerce platform for SMEs,Bengaluru,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,"1,000,000"
844,2016-07-21,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,Delhi,Nihon Kotsu Co,Private Equity,"1,000,000"
845,2016-02-22,Baby Berry,Consumer Internet,Parenting Mobile app,Bengaluru,Nitin Bagmane & Other undisclosed investors,Seed Funding,"1,000,000"
846,2015-04-27,Grab,Food Logistics & Delivery,Food Logistics & Delivery,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,"1,000,000"
847,2016-11-18,GramCover,Finance,Insurance Marketplace for the Rural Sector,Delhi,Omnivore Capital,Seed Funding,"1,000,000"
848,2015-02-02,Yumist,Industry / Vertical,Sub-Vertical,City / Location,Orios Venture Partner,Private Equity,"1,000,000"
849,2015-10-17,S-Cube Futuretech,Structural & Civil Engg Service Automation,Structural & Civil Engg Service Automation,Mumbai,Parampara Capital,Private Equity,"1,000,000"
850,2016-06-02,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,"1,000,000"
851,2020-03-12,Ola Electric,Transport,Cab and Bike Taxi,Bengaluru,Pawan Munjal Family Trust,Series B,"1,000,000"
852,2015-05-19,MeetUniv,Online Ed-Tech Platform,Online Ed-Tech Platform,Noida,Peesh Venture Capital,Seed Funding,"1,000,000"
853,2015-01-25,Thrill App,Industry / Vertical,Sub-Vertical,City / Location,People Group (Shaadi.com),Private Equity,"1,000,000"
854,2018-03-19,CustomerSucessBox,Technology,Customer Success Software for B2B SaaS,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,"1,000,000"
855,2018-01-17,Rubix,Technology,Education/E-learning,Pune,Polaris Fund,Private Equity,"1,000,000"
856,2018-01-25,GreyAtom,Technology,Education/E-learning,Mumbai,Pravega Ventures,Private Equity,"1,000,000"
857,2016-04-13,Legalraasta,Consumer Internet,Online legal Services for Startups,Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,"1,000,000"
858,2016-07-19,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bengaluru,Prime Venture Partners,Private Equity,"1,000,000"
859,2016-03-09,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding,"1,000,000"
860,2016-06-02,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,"1,000,000"
861,2015-12-11,Weddingz.in,Wedding Venues & Vendors Marketplace,Wedding Venues & Vendors Marketplace,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,"1,000,000"
862,2015-04-23,Jugnoo,Auto Rickshaw based Logistics,Auto Rickshaw based Logistics,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,"1,000,000"
863,2017-04-21,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bengaluru,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,"1,000,000"
864,2018-11-08,A&R Bon Vivants,Food,Meat Retail Chain,Jaipur,"RB Investments, Singapore",Equity ,"1,000,000"
865,2015-08-10,ToneTag,mobile payment software platform,mobile payment software platform,Bengaluru,Reliance Capital Venture,Private Equity,"1,000,000"
866,2017-07-01,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bengaluru,Reliance Corporate Advisory Services Ltd,Seed Funding,"1,000,000"
867,2015-08-18,Zoojoo.be,Corporate Wellness App,Corporate Wellness App,Bengaluru,RoundGlass Partners,Private Equity,"1,000,000"
868,2016-09-16,DoctorInsta,Consumer Internet,Online Doctor Consultations,Gurugram,RoundGlass Partners,Private Equity,"1,000,000"
869,2017-09-07,Seniority,ECommerce,Ecommerce portal for senior citizens,Pune,RPG Enterprises,Private Equity,"1,000,000"
870,2016-03-15,FlipClass,Consumer Internet,Tutor Search Platform,Bengaluru,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,"1,000,000"
871,2016-05-16,Smartivity,ECommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,"1,000,000"
872,2015-05-08,BuyHatke,Online Product Comparison,Online Product Comparison,Bengaluru,"S.Gopalakrishnan, Beenos",Seed Funding,"1,000,000"
873,2016-06-14,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,"1,000,000"
874,2016-02-05,Gingercrush,ECommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,"1,000,000"
875,2015-05-04,SpoonJoy,Online Food Delivery,Online Food Delivery,Bengaluru,SAIF Partners,Seed Funding,"1,000,000"
876,2015-03-05,Niffler,Industry / Vertical,Sub-Vertical,City / Location,SAIF Partners,Seed Funding,"1,000,000"
877,2015-10-13,Voodoo,Mobile Only Shopping Assistant,Mobile Only Shopping Assistant,Delhi,SAIF Partners,Seed Funding,"1,000,000"
878,2015-07-28,Zoctr,Health-Tech platform,Health-Tech platform,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,"1,000,000"
879,2016-06-08,Grey Campus,Consumer Internet,Education/E-learning,Hyderabad,Sarath Sura,Seed Funding,"1,000,000"
880,2015-10-09,Kulzy,Advertising & Marketing Community Networking platform,Advertising & Marketing Community Networking platform,Delhi,"Seedfund, Bedrock Ventures",Seed Funding,"1,000,000"
881,2015-12-28,Town Essentials,Grocery Delivery platform,Grocery Delivery platform,Bengaluru,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,"1,000,000"
882,2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,"1,000,000"
883,2016-11-30,HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",Private Equity,"1,000,000"
884,2017-01-19,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity,"1,000,000"
885,2016-07-15,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,"1,000,000"
886,2018-04-12,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,"1,000,000"
887,2015-02-13,20Dresses,Industry / Vertical,Sub-Vertical,City / Location,"Srinivas Aluri, Srinivas Modukury, BS Nagesh",Seed,"1,000,000"
888,2018-11-13,DriveU,Transport,On-Demand Drivers,Bengaluru,Stevens Creek Ventures,Mezzanine,"1,000,000"
889,2016-02-12,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,"1,000,000"
890,2016-09-28,Instacar,Consumer Internet,Out-Station Taxi Rental Platform,Indore,Swastika Co Ltd.,Seed Funding,"1,000,000"
891,2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,CRM / Analytics platform,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,"1,000,000"
892,2018-11-12,Blackbuck,Food Tech,POS For Online Ordering,"New York, Bengaluru",Tiger Global,Series A,"1,000,000"
893,2015-05-19,Chaayos,Offline Tea Chain,Offline Tea Chain,Delhi,Tiger Global Management,Private Equity,"1,000,000"
894,2018-03-08,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,"1,000,000"
895,2017-05-23,Box8,Consumer Internet,Online Food Delivery,Mumbai,Trifecta Capital,Private Equity,"1,000,000"
